101	9835	2
14	9130	12
36509	7937	15
113	7188	16
458	8081	21
36800	1590	13
15226	336	16
14	3439	14
30661	7587	20
14	1614	11
14313	3028	7
282	273	0
142	5071	21
12	9416	4
207	2889	16
12	5322	3
128	2691	15
2408	9390	7
14	8905	6
112	1535	7
382	8889	25
12	5526	36
4123	6997	2
3416	9391	8
104	9770	11
311	6524	1
758	1354	0
7805	6575	14
103	4556	18
655	9980	12
9131	1860	13
14	7552	12
421	6865	1
570	471	0
7608	5359	5
15430	9694	10
2016	966	10
13	2802	6
14640	4583	11
263	5989	13
492	7162	21
471	1408	8
4495	3530	22
146	1195	1
1924	2183	23
14	9697	9
236	4032	0
32899	2129	10
101	3393	15
1760	4315	10
253	774	3
1199	9797	7
14	765	35
2442	9863	21
929	3043	10
109	6908	12
12	9675	21
139	4985	3
102	4716	5
12	5867	14
676	2612	24
14	6702	21
31466	8468	18
136	1981	0
23144	6458	17
113	9780	3
12	744	18
101	3052	7
103	7911	4
179	8741	7
14	1257	16
113	9332	1
360	5801	20
114	3425	0
355	692	9
510	7344	13
8	3569	8
290	1991	18
14	2630	21
17214	4209	25
184	5945	8
35122	861	8
16112	699	7
118	6565	3
3788	4563	2
144	1415	5
12	9385	11
111	927	10
121	496	20
10404	6888	8
2801	177	31
104	1412	29
1491	6914	11
10620	4928	3
30169	4150	2
4567	716	12
1540	2671	11
12	7014	23
107	9822	2
23977	1571	3
702	4578	6
21337	7118	9
413	6368	10
12	8261	21
3782	8871	33
4369	7406	1
17236	3602	23
101	1924	2
105	3555	2
1429	1818	2
8674	4980	22
301	471	2
3453	7970	5
458	886	9
13581	607	27
124	7801	8
21647	224	20
119	3019	7
792	2393	3
109	8401	10
4009	2175	12
104	9128	10
476	9876	0
111	3868	23
6387	2835	1
1715	2012	11
14483	1943	13
106	820	15
16099	7374	10
108	6009	9
356	9084	0
253	3238	22
31064	2466	2
2830	1989	10
12	2338	15
7802	7419	2
16578	7119	4
31381	1788	23
20914	2393	9
111	4857	14
18353	4944	4
136	5275	6
140	9015	38
2873	1875	5
110	1694	20
14995	7121	7
7180	5660	9
6914	1158	20
59	4140	4
113	1296	2
166	8809	18
5181	5039	29
12	7364	15
22000	944	14
16	8469	13
101	5099	4
14	6853	13
127	2419	0
166	66	3
125	8659	6
5772	5351	12
104	7719	20
1503	7547	1
218	5159	0
701	3938	17
4818	8153	13
297	8158	16
16753	715	8
14	9769	25
328	8243	15
14	2888	17
14	6630	5
521	7363	2
22835	1696	12
151	8304	31
10344	7476	28
12	9412	5
25648	2148	16
717	1096	19
1202	8970	3
425	6004	2
14	5960	20
1321	8254	11
4358	6598	4
143	5963	12
102	2376	14
111	3257	9
162	5505	12
2090	5698	8
8392	7833	0
358	6593	13
102	5163	1
121	8786	3
12	3535	5
45	693	10
143	4268	8
21620	7808	1
11272	9049	4
109	822	1
16344	7625	15
22077	904	5
111	1969	10
23590	325	5
120	1321	2
14	5317	24
120	6218	13
31495	4930	4
325	8069	14
8	7873	37
119	7050	1
18374	142	6
104	4711	3
33991	4456	1
102	2050	2
114	2952	0
12	7433	1
2940	6216	2
6960	7059	21
453	2878	11
112	7253	17
28268	5016	32
12	4674	12
102	4363	5
104	648	1
3277	3984	22
1922	8583	17
232	1031	0
1153	4790	25
189	7068	0
1318	209	0
535	726	3
104	9864	14
760	3456	9
25801	3293	7
119	5000	12
2334	245	2
22486	7079	0
101	2415	15
10826	5385	3
101	6371	7
14	6118	16
14	4136	18
32270	6734	11
351	2641	21
342	8996	6
233	493	6
362	4268	3
368	5588	1
135	8561	9
103	1389	11
1414	9030	3
126	7484	8
14	997	12
16	7797	1
101	6983	13
105	619	5
8338	5228	6
5949	718	4
188	4113	15
6746	6707	1
39	4404	0
1666	4620	7
7991	5868	1
14	5692	33
34585	7497	18
125	4926	19
23775	2407	2
12	6720	1
639	3322	4
109	1720	1
12863	881	1
1554	5457	1
22828	9939	4
863	822	0
14	1095	20
2547	2906	25
135	8440	15
11736	8337	5
118	7520	27
291	1804	4
1941	2259	5
12	7973	25
117	550	4
8695	4449	13
12	7872	5
711	5458	10
193	9793	10
1897	7260	3
26714	5550	2
120	1923	12
103	7661	10
114	7591	4
57	7281	9
9012	2299	4
2088	2057	9
107	2803	16
1108	8843	7
295	3580	0
224	7001	5
36005	9392	8
1670	7560	9
8905	403	2
20272	8192	9
103	940	25
103	5131	15
14	5288	22
107	2677	6
683	9896	32
14	334	22
1741	9186	11
3580	1450	15
101	6153	11
101	8135	9
1207	1751	7
407	247	14
391	6410	24
12449	2899	1
11844	2250	1
14899	5950	10
1200	8172	5
174	2195	2
23543	2236	9
104	8264	8
12968	1633	6
7211	2812	17
2	5611	19
542	1996	28
127	2580	0
307	4257	1
2813	900	11
110	2327	7
101	9472	3
2416	9557	17
246	6411	13
34261	5748	7
2316	2343	6
127	2259	0
5909	4635	31
8	2357	4
14	7338	27
108	2002	3
349	490	8
118	9702	7
110	9493	5
4718	534	3
413	9664	4
635	9096	14
1343	7177	12
8496	9039	5
12	483	8
14	406	34
683	1563	7
14462	3962	24
1163	1055	2
115	9096	13
181	1122	13
14	8353	22
115	8037	13
325	334	10
2953	7944	3
1399	4000	3
3495	1240	11
340	5540	1
19947	2487	18
101	7116	14
147	5516	4
16083	7840	8
28916	3836	3
103	7564	5
10973	9515	11
120	44	1
302	9485	0
217	7104	15
2692	853	9
152	246	7
2787	9531	6
788	8630	3
10035	2455	15
59	3214	4
275	1112	2
18094	1939	8
216	1735	6
1268	4770	11
24450	9052	21
185	8024	4
187	9943	19
2953	1222	4
5073	6296	17
11359	3881	4
119	6912	22
214	3148	17
105	5446	4
14	77	7
472	8172	9
101	7969	4
104	7591	13
119	3815	2
14455	7810	16
11968	502	0
267	8615	4
115	4265	2
337	7521	19
103	9455	5
45	1661	7
574	2373	7
10315	3503	22
4097	6776	15
102	1697	6
272	9403	0
104	1198	10
102	936	4
3597	9389	12
14	7441	37
1148	2072	6
115	6479	7
116	8582	21
36198	5193	15
29846	9826	5
109	8436	13
119	298	25
104	5540	20
138	1816	10
122	8696	6
27029	4493	1
116	5131	6
2860	2197	18
31850	5243	2
6146	4400	22
113	6779	6
362	9957	1
388	188	1
101	9775	10
108	3930	25
138	6801	9
109	9332	9
471	7945	22
537	9818	0
7225	3855	16
101	8773	2
271	2616	4
8268	7643	26
5081	6540	0
20912	6054	17
8264	2605	1
35610	5326	1
21561	9971	1
518	5830	23
111	4662	5
449	1794	8
2754	9188	0
463	1671	6
30392	2983	17
677	7222	7
131	3938	15
241	4031	15
2484	1193	19
227	2548	3
21842	1036	21
6217	3474	1
7337	2401	3
134	1733	3
155	6134	0
360	5993	15
564	3003	6
30409	2895	18
1193	4927	10
122	2005	5
110	4114	1
115	3361	21
9687	4610	9
290	9186	26
12	4039	14
111	5625	19
102	4104	20
2120	3046	19
12	6240	24
4382	3466	2
7757	2510	4
3998	806	9
14	5860	21
926	4394	9
103	4489	14
14	1896	29
108	7134	7
32571	1417	6
29651	3125	6
2161	2898	13
29146	2894	9
102	965	10
146	5217	4
2	576	4
829	6501	7
6269	6788	9
2621	1172	15
102	8553	25
849	5319	2
137	7218	6
35010	6932	16
106	3249	29
120	5005	5
105	3106	13
118	3297	6
1175	4092	4
139	5140	16
